song_id,binary_label
213473,1
213539,1
218754,1
221740,1
228670,1
263327,1
263418,1
280556,1
286578,1
291907,1
294448,1
309174,1
313640,1
364951,1
364962,1
365137,1
365342,1
365344,1
513734,1
532005,1
532006,1
532007,1
532070,1
532071,1
532073,1
532076,1
532078,1
532093,1
532349,1
532923,1
534462,1
534726,1
534730,1
535666,1
536484,1
536485,1
536929,1
536979,1
537724,1
538340,1
539620,1
540175,1
540191,1
541383,1
541399,1
541410,1
541848,1
541852,1
541854,1
541879,1
542003,1
542021,1
545752,1
546004,1
546130,1
546575,1
546578,1
546757,1
546763,1
546790,1
546801,1
548275,1
548311,1
548342,1
548645,1
548673,1
548676,1
549918,1
549957,1
549995,1
550288,1
550346,1
550518,1
551023,1
552137,1
552240,1
552386,1
552402,1
552407,1
552425,1
553229,1
553840,1
554190,1
554446,1
555639,1
555640,1
555641,1
555643,1
555755,1
557093,1
558769,1
558982,1
558985,1
559481,1
559789,1
561836,1
562487,1
565038,1
565150,1
565661,1
566494,1
567649,1
567656,1
567680,1
567968,1
568003,1
569213,1
570213,1
570222,1
570650,1
573057,1
573387,1
573486,1
574285,1
574984,1
576431,1
576455,1
579113,1
580931,1
580936,1
581375,1
581979,1
582244,1
582252,1
582254,1
585777,1
587381,1
588566,1
595920,1
596011,1
596015,1
596017,1
596020,1
596023,1
596030,1
596589,1
597166,1
598098,1
600081,1
600629,1
600884,1
600886,1
601013,1
601389,1
602339,1
602353,1
603946,1
603953,1
604371,1
605486,1
605966,1
605970,1
606611,1
606892,1
607684,1
608749,1
608820,1
608920,1
609097,1
609244,1
609372,1
609381,1
611346,1
612837,1
613447,1
614693,1
615069,1
615655,1
615819,1
618284,1
619310,1
619622,1
623891,1
624575,1
624823,1
625038,1
625436,1
625643,1
626123,1
626283,1
626418,1
626419,1
626503,1
627287,1
628099,1
628266,1
629312,1
629314,1
629335,1
629466,1
630701,1
632023,1
632025,1
632222,1
632276,1
632283,1
632284,1
632447,1
636220,1
636222,1
662101,1
662103,1
662113,1
662355,1
662682,1
662685,1
662729,1
663571,1
663612,1
664107,1
664110,1
664178,1
664444,1
664445,1
664450,1
669799,1
670804,1
671140,1
671141,1
671298,1
671348,1
671366,1
671530,1
672732,1
672770,1
674162,1
674711,1
674958,1
675077,1
676183,1
676590,1
676844,1
676954,1
677232,1
678044,1
678372,1
678465,1
679217,1
680153,1
680371,1
680516,1
680518,1
680601,1
680627,1
680648,1
682541,1
684038,1
685227,1
685246,1
685982,1
686620,1
686807,1
689479,1
690101,1
690106,1
691615,1
691622,1
693493,1
694618,1
697476,1
