song_id,binary_label
9997018,1
123153778,0
12032051,0
11918538,0
1172920,1
124603270,1
61064534,1
355460061,1
106746752,1
576431,1
129371754,0
70322130,1
142749966,0
677232,1
66608878,0
78933246,0
313640,0
7675081,0
3105424,0
125807621,0
119874234,0
1920929,0
134400876,0
66243669,0
61697704,0
139674795,0
132447750,0
72274854,1
17608032,0
413807742,1
126884459,1
470567992,0
73218723,0
142750222,1
71828723,1
71788159,1
801831,1
128878482,0
129665838,0
2264716,1
901691,1
536421002,1
73707710,1
472992592,1
660754,1
113430070,0
13499028,0
676183,1
140869465,1
86401605,0
96624386,0
2715752,0
740342,1
75526547,0
807061,1
552991902,0
2500879,0
107820348,0
70322139,1
707214,1
575061392,0
92872156,1
69627777,1
134946506,1
561836,1
118204446,0
395196752,0
69962764,1
11386188,0
660841,1
469394232,0
1152212,1
76877539,0
65735114,1
660844,1
75768941,1
2525873,0
355038421,0
546578,1
62847142,1
13040252,1
92719900,1
82611984,0
413807852,1
63034985,1
4763165,1
63399629,0
413807812,1
61142290,1
142477297,0
482493802,0
109145542,0
61424044,1
60977514,1
110170472,0
484601352,0
493903702,0
88904147,0
528931591,0
380536131,1
482990352,1
6461440,1
141284779,0
2281117,0
561683,0
66609426,1
99976952,1
13792835,0
2172849,0
347427251,1
535487172,0
63510358,1
2498862,1
677219,1
145048642,0
140856305,1
76345476,0
71294452,1
