song_id,binary_label
391369572,1
90250617,1
3872920,1
138128145,0
61346253,1
61860870,0
482854572,1
63510361,1
116944272,0
105286426,0
86273177,1
2647138,0
62724019,1
119450548,1
142749296,1
118187192,1
3600825,0
81706450,1
376480951,1
13275883,0
91542436,1
426831092,1
117211434,0
118211836,1
98436450,0
2924891,0
109703218,1
66023712,1
104768246,0
523090732,0
73262737,1
71828732,1
2171384,0
120738996,0
3851956,0
126847435,0
450906622,0
377447721,0
79363295,0
109171726,0
37027991,1
539562302,1
387436771,1
90248133,1
465654912,0
575006832,0
74196145,1
16149852,1
2951016,1
380543871,0
14876656,1
534076,1
390213141,1
4311597,1
411474482,1
115748108,1
70036203,1
450910682,0
117483732,1
465666242,0
548318,0
71067960,1
144548126,0
131340580,1
480498392,1
1277779,0
68879280,0
454853132,0
120680494,1
390199851,1
96904420,0
110956534,0
126024227,0
61860869,0
103117158,1
133304764,0
5094200,1
59940991,0
2420462,1
135869212,0
426048012,1
86562811,1
438740412,0
13651718,1
136337002,1
136887800,1
121685736,1
16010344,0
143170672,1
13129204,1
1182053,1
434680222,0
69405360,1
459099322,0
629899802,1
455366412,0
866837,0
7599845,1
132265704,1
53043631,0
72427143,1
105190410,1
528729911,0
361064151,1
497488622,0
6270545,0
95254400,1
110954574,0
414838232,1
138585395,0
561756292,1
72703341,1
83837280,1
509161022,0
61110496,1
374681251,1
715929,1
2681007,1
435175502,1
72934533,1
884025,1
137833943,1
456955642,0
132447750,0
417767162,0
61427200,0
13040252,1
13112877,1
138791745,1
145528006,0
97339348,1
346488381,0
122438396,0
953684,1
1025654,1
135873512,1
88299353,0
77587354,0
3089502,1
4311600,1
387316671,0
583055042,0
110966628,0
78367504,0
124550864,0
602899902,0
3116774,0
12754188,1
14539929,0
140061427,0
350730431,0
127900625,0
89652451,1
368664631,1
17730524,0
7800368,1
349922341,0
916445,1
1174607,0
118190310,0
357738341,0
64061117,1
513141682,1
439349602,0
13142684,0
409389762,0
482172172,1
72666104,1
81251120,1
857994,1
13789081,0
10424282,0
110956526,0
14524977,1
62826435,0
429139602,1
6169869,0
567885412,0
7010056,0
367961351,1
386969691,0
520827322,1
397748672,0
88375981,1
72799739,0
2278039,1
347427251,1
1112998,0
12565420,1
613087512,1
419820072,1
71039602,1
83936993,0
71645440,0
7216935,1
1090612,0
540955932,0
75655545,0
414045652,0
383962171,0
70079956,1
454260442,1
573486,1
133584892,1
3538029,0
3092318,0
954944,0
117032520,0
4188287,1
68764388,1
91323208,0
431467602,0
446738102,1
115026794,0
6608959,0
115838866,0
556377292,0
143778524,1
3165196,1
82244430,1
126884459,1
123669746,1
355654791,0
12446446,0
511069272,1
87396941,0
1575969,0
517041702,0
72934527,1
69106335,1
546720982,0
396444872,1
435477482,0
379073681,0
383269931,0
425604732,1
125499480,0
80077258,0
552663852,1
1086033,1
546362582,0
356344411,0
90670831,0
488977242,0
428974592,1
60842361,0
363834781,1
139138531,1
141272899,0
96818486,1
454285152,0
136387868,0
391689552,1
74690031,0
2444508,0
4225670,0
366497941,0
112455094,1
457086912,1
61860867,0
55613411,0
5954492,0
82179544,0
137030916,1
408953712,0
586163252,0
144844688,0
463936572,1
117708444,1
143780748,1
79134727,1
104345820,0
110955786,1
2168317,0
17614980,0
13550659,1
58328011,0
95716588,0
138755089,0
28852751,1
14834530,1
438857712,0
78527797,1
117372322,1
414365482,0
124097784,0
96468138,0
134945416,0
109429682,0
511515822,1
2577970,1
613096,1
129568036,1
77542036,1
435525072,0
856630,1
62624906,1
84694347,1
118190300,1
462291022,0
445997982,1
10239546,0
134285864,0
143781640,1
22961611,0
3100894,0
109171800,0
11074361,0
111780380,1
17135108,1
1565012,0
373362011,1
2511970,1
3158004,1
91855102,0
134031848,1
7599937,1
14879081,1
2252960,0
124543112,0
472898572,0
375248301,0
1173969,0
786826,1
102365838,0
504930472,1
17221603,0
480323712,1
13340974,0
413829472,1
107744162,1
23946401,0
366441451,0
360628591,0
556149432,1
3129324,1
137727241,0
2606171,0
420862382,0
70800612,0
13184885,0
101947107,0
16668499,1
371593461,1
6719603,0
700383,1
4290174,0
136044208,0
600629,1
70631678,0
104592674,0
88806521,1
80678816,0
11080221,0
574984,1
130548840,0
488651972,0
3493887,1
65586905,0
409679392,1
349612101,0
585387212,1
137200580,0
461902532,0
1195748,1
78481468,1
74208169,1
371978651,0
373061181,1
83489074,1
7725556,1
127246869,1
3102130,1
7675133,1
12754252,1
144445410,0
3156143,1
7035113,0
16433496,0
100421358,1
528330441,0
95963374,1
105000654,0
883640,1
77934243,0
63100175,0
69417695,1
70585006,1
60742288,1
68944612,0
78281885,0
6719594,0
386767021,0
1574192,1
130414260,0
14812227,0
66379618,1
71645391,1
371088611,0
90453847,0
1175655,1
63694178,0
468682032,0
65356217,1
2320090,0
87114415,0
559281962,0
62723997,0
99976950,1
70697360,1
142833750,0
559940,0
101764813,0
1165300,1
4311360,0
7978876,0
72160307,1
511435802,1
924122,0
100552788,1
511037712,0
428308982,1
472739362,0
16948183,0
402322022,0
881559,0
2271563,1
391355602,0
500717302,1
105655838,1
494351932,0
15598214,0
500841552,0
1115088,0
58825781,1
3135032,0
141338269,1
90824925,0
463308312,1
135929740,1
77725663,1
71689538,1
114811546,1
353134481,1
34229571,0
3574391,0
543154992,0
2161577,1
109864138,0
1044157,1
542720862,1
397428062,0
125190258,0
79598918,0
98936088,0
14954267,1
7667065,1
66878425,1
1128293,0
128948300,1
134763870,1
416572252,0
75541072,0
135428450,0
79895488,1
122195504,1
75867423,1
93178950,1
2176913,1
2423908,0
124600916,1
72544967,0
78872221,0
61308204,1
93669598,0
135876666,0
15556979,0
15554985,0
458869672,0
65723659,0
144396004,1
429128562,0
72333627,0
383269971,0
95351218,0
378801941,0
685246,0
7857240,1
114802822,0
73772162,0
78479885,1
2485130,0
81516718,0
69002049,1
503899322,0
680545,1
4315310,1
612186912,0
115511598,1
105005774,1
6599483,1
145177024,0
94616098,1
535977,1
105286422,0
3976890,0
61094295,1
119233674,1
4315492,1
144572226,1
2798792,0
7613144,0
572537152,0
422354272,1
382607981,0
62724005,1
82245122,1
521607102,1
680518,1
445086942,0
423552392,1
70800604,0
442807542,1
416821702,0
65938293,1
65395522,0
124992576,1
525218,0
125546124,1
437212742,1
124120346,0
348202101,0
87278543,0
7294853,0
110057148,1
13913376,0
518482302,0
461537152,0
81035478,1
17347966,1
831313,1
144274274,0
90944601,0
118594434,0
447063522,1
132614858,1
1043879,1
17608409,1
580796402,0
109596424,1
2793760,0
72160319,1
144386238,0
100925150,0
128389715,0
99554668,1
496560162,0
464419652,1
132123630,1
386069571,0
453844292,1
371739321,1
12893203,0
66266869,1
94664180,1
7332937,1
525760132,1
94195822,1
407106842,0
518405482,0
121926628,1
77468108,0
355699101,0
620279432,1
870064,1
11515897,0
90563091,1
124455744,0
921725,1
2231089,1
446609902,0
354073881,0
79875064,1
13275689,1
397729462,1
42535191,0
62220866,0
137255706,0
2298447,0
113476674,1
455366392,1
2317178,0
96886872,1
396128822,0
116348452,1
463578242,0
402489982,1
94065960,1
5785667,0
612712662,0
120342728,0
130850550,1
133102516,1
112667912,1
1000121,0
438866282,0
124995668,1
465602902,1
12646960,0
450897722,0
351594951,1
3155399,0
4162078,1
67256865,0
96014384,0
907054,1
480860592,0
125350970,1
11964027,0
109702890,1
2801132,1
55131141,1
127322367,0
451009212,0
68175449,1
145435466,0
119942500,1
90292413,1
4709950,0
135373132,1
429974952,1
42771921,0
71238362,1
108339956,0
76232143,0
380553541,0
413283242,0
870660,0
107394230,0
74604048,1
508351842,1
95057456,0
462946832,1
466217482,0
570650,1
6715728,0
484749752,0
2176858,1
3826692,0
102021715,0
69125408,1
642966492,1
397746742,1
2309901,1
2184743,1
572628772,1
78932901,0
71220749,0
6662562,1
68787195,0
74617715,0
79319969,1
1105736,1
33871521,0
2794654,1
3765244,1
32116721,1
7164461,1
86400915,0
130850548,1
9176816,0
5316991,0
73696392,1
103094680,0
17605373,1
102421182,0
69743459,0
7455334,1
910922,0
29199401,0
139763655,0
569517832,0
85918453,1
88376597,0
67704219,0
438893612,1
129128022,0
8081251,1
366449221,1
83753452,1
142750008,0
113413044,0
92601004,0
886334,0
62269475,0
99212814,0
2925396,1
528405271,0
3112307,1
68442505,0
493127132,0
417565092,1
1165420,0
579935342,0
442041452,1
15522243,0
455382172,0
13787879,1
983450,1
90408897,1
956511,1
2423174,1
13129210,1
412537052,1
132628458,0
106095110,0
394974842,1
953099,0
910211,1
16433503,0
1962199,0
5096970,1
558529092,1
3165194,1
472902322,0
2675172,1
979203,1
15437788,0
88209961,0
427300152,0
311274,0
346434691,1
61110500,0
98028120,0
71171835,1
66526943,1
546827,1
382387701,0
17781153,0
96449062,0
3093991,0
397571982,1
67183373,1
136409910,0
2423895,1
61752797,1
504933772,1
116348632,1
1157468,0
7800364,1
546233502,0
127322373,0
423132742,1
3145500,1
662099,1
67814846,1
68917073,1
127787719,1
534067512,0
616225552,0
107114306,0
549884522,0
424844152,0
393460712,1
883778,0
61396631,0
372538881,0
366449511,1
64472943,1
629314,1
511875602,1
15254152,0
145437022,1
66140656,1
553637632,1
489109022,0
586163242,0
358607521,1
59054061,0
7303270,1
2114406,1
723871,1
2298089,1
139787513,0
1575373,0
